No.,Time,Source,Destination,Protocol,Length,Info
10310,"2025-01-12 20:57:47,822249",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212
63,"2025-01-06 10:31:34,423410",172.217.169.206,138.38.28.14,TLSv1.2,93,Application Data
7381,"2025-01-12 20:57:41,742768",192.168.1.21,142.250.82.208,UDP,1231,55959  >  3478 Len=1189
257,"2025-01-06 10:31:49,377785",138.38.25.2,138.38.31.255,NBNS,92,Name query NB DESKTOP-APUR0KN<1c>
6357,"2025-01-12 20:57:39,653575",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
5543,"2025-01-12 20:57:38,110715",192.168.1.21,142.250.82.208,UDP,1148,55959  >  3478 Len=1106
6008,"2025-01-12 20:57:38,957805",142.250.82.212,192.168.1.21,UDP,262,3478  >  58101 Len=220
7994,"2025-01-12 20:57:42,954537",192.168.1.21,142.250.82.208,UDP,1015,55959  >  3478 Len=973
7639,"2025-01-12 20:57:42,240821",192.168.1.21,142.250.82.208,UDP,1039,55959  >  3478 Len=997
6794,"2025-01-12 20:57:40,429392",192.168.1.21,142.250.82.208,UDP,1243,55959  >  3478 Len=1201
7759,"2025-01-12 20:57:42,501488",142.250.82.212,192.168.1.21,UDP,259,3478  >  58101 Len=217
4838,"2025-01-12 20:57:36,631546",192.168.1.21,142.250.82.208,UDP,1224,55959  >  3478 Len=1182
2294,"2025-01-12 20:57:28,843326",142.250.82.212,192.168.1.21,UDP,164,3478  >  58101 Len=122
6549,"2025-01-12 20:57:40,058831",192.168.1.21,142.250.82.208,UDP,1249,55959  >  3478 Len=1207
7899,"2025-01-12 20:57:42,784942",142.250.82.208,192.168.1.21,RTCP,122,Application specific   subtype=13
4482,"2025-01-12 20:57:35,917389",192.168.1.21,142.250.82.208,UDP,1187,55959  >  3478 Len=1145
3717,"2025-01-12 20:57:34,247481",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
6141,"2025-01-12 20:57:39,241326",192.168.1.21,142.250.82.208,UDP,1219,55959  >  3478 Len=1177
1550,"2025-01-12 20:57:25,823407",192.168.1.21,142.250.82.208,UDP,1067,55959  >  3478 Len=1025
2045,"2025-01-12 20:57:27,817861",142.250.82.212,192.168.1.21,RTCP,106,Application specific   ( {<lZ ) subtype=13
768,"2025-01-12 20:57:24,214417",142.250.82.208,192.168.1.21,RTCP,146,Application specific   subtype=13
5694,"2025-01-12 20:57:38,344167",192.168.1.21,142.250.82.208,UDP,1242,55959  >  3478 Len=1200
7871,"2025-01-12 20:57:42,719721",192.168.1.21,142.250.82.208,UDP,1181,55959  >  3478 Len=1139
7858,"2025-01-12 20:57:42,685234",192.168.1.21,142.250.82.208,UDP,1136,55959  >  3478 Len=1094
3303,"2025-01-12 20:57:33,291027",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
4518,"2025-01-12 20:57:35,956463",142.250.82.212,192.168.1.21,UDP,267,3478  >  58101 Len=225
9921,"2025-01-12 20:57:46,868500",192.168.1.21,142.250.82.208,RTCP,106,Receiver Report   
3293,"2025-01-12 20:57:33,279754",192.168.1.21,142.250.82.208,UDP,1241,55959  >  3478 Len=1199
1404,"2025-01-12 20:57:25,591498",192.168.1.21,142.250.82.212,UDP,243,58101  >  3478 Len=201
1383,"2025-01-12 20:57:25,585533",192.168.1.1,192.168.1.21,TCP,54,53  >  50994 [ACK] Seq=1 Ack=38 Win=5840 Len=0
6929,"2025-01-12 20:57:40,591782",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198
5672,"2025-01-12 20:57:38,316733",192.168.1.21,142.250.82.208,UDP,880,55959  >  3478 Len=838
1639,"2025-01-12 20:57:26,134415",192.168.1.21,142.250.82.208,RTCP,142,Sender Report   Sender Report   [Malformed Packet]
83,"2025-01-06 10:31:34,937433",RuijieNetwor_ed:cd:8c,Broadcast,ARP,60,Who has 138.38.3.158? Tell 138.38.0.1
6908,"2025-01-12 20:57:40,591033",192.168.1.21,142.250.82.208,UDP,1245,55959  >  3478 Len=1203
8592,"2025-01-12 20:57:44,322150",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198
6407,"2025-01-12 20:57:39,782251",192.168.1.21,142.250.82.208,UDP,1223,55959  >  3478 Len=1181
1180,"2025-01-12 20:57:25,212488",192.168.1.21,142.250.82.208,UDP,1223,55959  >  3478 Len=1181
5449,"2025-01-12 20:57:37,864391",192.168.1.21,142.250.82.208,UDP,914,55959  >  3478 Len=872
5079,"2025-01-12 20:57:37,114057",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
8649,"2025-01-12 20:57:44,369449",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
5176,"2025-01-12 20:57:37,295093",142.250.82.212,192.168.1.21,UDP,244,3478  >  58101 Len=202
690,"2025-01-12 20:57:24,122784",192.168.1.21,142.250.82.208,UDP,1238,55959  >  3478 Len=1196
9684,"2025-01-12 20:57:46,452948",192.168.1.21,142.250.82.212,UDP,232,58101  >  3478 Len=190
6526,"2025-01-12 20:57:40,034549",192.168.1.21,142.250.82.208,RTCP,142,Sender Report   
109,"2025-01-06 10:31:37,278832",138.38.28.14,192.168.1.201,TCP,54,57071  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
6489,"2025-01-12 20:57:39,928529",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176
7155,"2025-01-12 20:57:41,080673",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
9204,"2025-01-12 20:57:45,517168",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
6611,"2025-01-12 20:57:40,158952",192.168.1.21,142.250.82.208,UDP,1034,55959  >  3478 Len=992
9368,"2025-01-12 20:57:45,857168",fe80::48a4:2554:a6b8:4a30,fe80::1,DNS,94,Standard query 0x1b2d A assets.msn.com
4350,"2025-01-12 20:57:35,644000",192.168.1.21,142.250.82.208,UDP,1194,55959  >  3478 Len=1152
1885,"2025-01-12 20:57:27,019189",192.168.1.21,142.250.82.208,UDP,1210,55959  >  3478 Len=1168
9448,"2025-01-12 20:57:46,031549",192.168.1.21,142.250.82.208,UDP,1177,55959  >  3478 Len=1135
2495,"2025-01-12 20:57:29,889205",192.168.1.21,142.250.82.208,UDP,1057,55959  >  3478 Len=1015
5948,"2025-01-12 20:57:38,880212",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
3037,"2025-01-12 20:57:32,494028",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
5778,"2025-01-12 20:57:38,539007",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
846,"2025-01-12 20:57:24,458040",192.168.1.21,142.250.82.208,UDP,1229,55959  >  3478 Len=1187
8735,"2025-01-12 20:57:44,487389",142.250.82.208,192.168.1.21,RTCP,150,Application specific   subtype=13
7968,"2025-01-12 20:57:42,916950",142.250.82.212,192.168.1.21,UDP,167,3478  >  58101 Len=125
9271,"2025-01-12 20:57:45,660260",192.168.1.21,142.250.82.208,UDP,1147,55959  >  3478 Len=1105
7341,"2025-01-12 20:57:41,700589",192.168.1.21,142.250.82.208,UDP,1230,55959  >  3478 Len=1188
9847,"2025-01-12 20:57:46,719347",192.168.1.21,142.250.82.208,UDP,1198,55959  >  3478 Len=1156
9064,"2025-01-12 20:57:45,181698",192.168.1.21,142.250.82.208,UDP,1152,55959  >  3478 Len=1110
7138,"2025-01-12 20:57:41,033704",192.168.1.21,142.250.82.212,UDP,252,58101  >  3478 Len=210
2965,"2025-01-12 20:57:32,223366",142.250.82.212,192.168.1.21,UDP,170,3478  >  58101 Len=128
2530,"2025-01-12 20:57:30,119646",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
5773,"2025-01-12 20:57:38,538938",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
1049,"2025-01-12 20:57:24,975036",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212
7046,"2025-01-12 20:57:40,732833",142.250.82.208,192.168.1.21,RTCP,154,Application specific   subtype=13
1961,"2025-01-12 20:57:27,425688",142.250.82.212,192.168.1.21,UDP,179,3478  >  58101 Len=137
2531,"2025-01-12 20:57:30,121414",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13
8430,"2025-01-12 20:57:44,128510",142.250.82.212,192.168.1.21,UDP,159,3478  >  58101 Len=117
4918,"2025-01-12 20:57:36,735537",192.168.1.21,142.250.82.208,UDP,1174,55959  >  3478 Len=1132
5902,"2025-01-12 20:57:38,758520",192.168.1.21,142.250.82.208,UDP,1214,55959  >  3478 Len=1172
8287,"2025-01-12 20:57:43,727200",142.250.82.212,192.168.1.21,UDP,145,3478  >  58101 Len=103
4260,"2025-01-12 20:57:35,411222",192.168.1.21,142.250.82.212,UDP,168,58101  >  3478 Len=126
5657,"2025-01-12 20:57:38,284678",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198
6098,"2025-01-12 20:57:39,170005",192.168.1.21,142.250.82.208,UDP,1208,55959  >  3478 Len=1166
5908,"2025-01-12 20:57:38,765798",192.168.1.21,142.251.141.46,UDP,1108,51681  >  443 Len=1066
7374,"2025-01-12 20:57:41,742613",192.168.1.21,142.250.82.208,UDP,1193,55959  >  3478 Len=1151
2979,"2025-01-12 20:57:32,282005",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176
9806,"2025-01-12 20:57:46,629841",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
10163,"2025-01-12 20:57:47,442330",192.168.1.21,142.250.82.208,UDP,1210,55959  >  3478 Len=1168
6722,"2025-01-12 20:57:40,349914",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
7843,"2025-01-12 20:57:42,635039",142.250.82.208,192.168.1.21,RTCP,142,Application specific   subtype=13
8265,"2025-01-12 20:57:43,679802",192.168.1.21,142.250.82.208,RTCP,118,Sender Report   
9590,"2025-01-12 20:57:46,349674",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
3139,"2025-01-12 20:57:32,840430",192.168.1.21,142.250.82.208,UDP,1215,55959  >  3478 Len=1173
8326,"2025-01-12 20:57:43,853366",192.168.1.21,142.250.82.208,UDP,1067,55959  >  3478 Len=1025
227,"2025-01-06 10:31:44,769237",RuijieNetwor_ed:cd:8c,Broadcast,ARP,60,Who has 138.38.14.77? Tell 138.38.0.1
1827,"2025-01-12 20:57:26,910968",192.168.1.21,142.250.82.212,UDP,160,58101  >  3478 Len=118
5549,"2025-01-12 20:57:38,111524",192.168.1.21,142.250.82.208,UDP,1149,55959  >  3478 Len=1107
8786,"2025-01-12 20:57:44,528219",192.168.1.21,142.250.82.208,UDP,1220,55959  >  3478 Len=1178
561,"2025-01-12 20:57:23,783339",192.168.1.21,142.250.82.208,UDP,1171,55959  >  3478 Len=1129
9634,"2025-01-12 20:57:46,393225",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
8436,"2025-01-12 20:57:44,128990",192.168.1.21,142.250.82.208,UDP,1191,55959  >  3478 Len=1149
5436,"2025-01-12 20:57:37,842701",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
4438,"2025-01-12 20:57:35,811951",192.168.1.21,142.250.82.208,UDP,1221,55959  >  3478 Len=1179
8598,"2025-01-12 20:57:44,322502",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198
1443,"2025-01-12 20:57:25,659446",192.168.1.21,142.251.141.46,QUIC,1292,"Protected Payload (KP0), DCID=fdaa38ce6afaf9db"
8454,"2025-01-12 20:57:44,159008",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
4407,"2025-01-12 20:57:35,718622",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
10417,"2025-01-12 20:57:47,960897",192.168.1.21,142.250.82.208,UDP,1169,55959  >  3478 Len=1127
1690,"2025-01-12 20:57:26,557217",192.168.1.21,142.250.82.212,UDP,86,58101  >  3478 Len=44
159,"2025-01-06 10:31:37,600622",108.177.96.84,138.38.28.14,TLSv1.3,93,Application Data
9833,"2025-01-12 20:57:46,690957",142.250.82.208,192.168.1.21,RTCP,122,Application specific   subtype=13
5963,"2025-01-12 20:57:38,898002",192.168.1.21,142.250.82.208,UDP,1219,55959  >  3478 Len=1177
2497,"2025-01-12 20:57:29,905966",142.250.82.212,192.168.1.21,UDP,87,3478  >  58101 Len=45
9758,"2025-01-12 20:57:46,583151",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
341,"2025-01-12 20:57:23,304497",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
2409,"2025-01-12 20:57:29,444817",142.250.82.212,192.168.1.21,UDP,158,3478  >  58101 Len=116
9137,"2025-01-12 20:57:45,338350",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13
5783,"2025-01-12 20:57:38,548554",192.168.1.21,142.250.82.208,UDP,1236,55959  >  3478 Len=1194
4577,"2025-01-12 20:57:36,123385",192.168.1.21,142.250.82.208,UDP,1074,55959  >  3478 Len=1032
3726,"2025-01-12 20:57:34,279759",192.168.1.21,142.250.82.208,UDP,1245,55959  >  3478 Len=1203
2786,"2025-01-12 20:57:31,582089",142.250.82.212,192.168.1.21,UDP,201,3478  >  58101 Len=159
1013,"2025-01-12 20:57:24,905461",192.168.1.21,142.250.82.208,UDP,1232,55959  >  3478 Len=1190
5281,"2025-01-12 20:57:37,529469",192.168.1.21,142.250.82.208,UDP,1244,55959  >  3478 Len=1202
4896,"2025-01-12 20:57:36,696313",142.250.82.212,192.168.1.21,UDP,242,3478  >  58101 Len=200
7122,"2025-01-12 20:57:40,983771",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
6550,"2025-01-12 20:57:40,058845",192.168.1.21,142.250.82.208,UDP,1250,55959  >  3478 Len=1208
4038,"2025-01-12 20:57:34,978165",192.168.1.21,142.250.82.212,UDP,86,58101  >  3478 Len=44
149,"2025-01-12 20:57:22,895549",192.168.1.21,142.250.82.208,UDP,1202,55959  >  3478 Len=1160
286,"2025-01-12 20:57:23,168198",192.168.1.21,142.250.82.208,UDP,1227,55959  >  3478 Len=1185
10547,"2025-01-12 20:57:48,259070",192.168.1.21,142.250.82.208,UDP,1241,55959  >  3478 Len=1199
8556,"2025-01-12 20:57:44,286647",192.168.1.21,142.250.82.208,UDP,1238,55959  >  3478 Len=1196
9190,"2025-01-12 20:57:45,469971",142.250.82.212,192.168.1.21,UDP,158,3478  >  58101 Len=116
6771,"2025-01-12 20:57:40,428946",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
4444,"2025-01-12 20:57:35,812456",192.168.1.21,142.250.82.208,UDP,1222,55959  >  3478 Len=1180
7447,"2025-01-12 20:57:41,943423",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
237,"2025-01-12 20:57:23,099133",192.168.1.21,142.250.82.208,UDP,1244,55959  >  3478 Len=1202
10477,"2025-01-12 20:57:48,071658",192.168.1.21,142.250.82.208,UDP,1229,55959  >  3478 Len=1187
7124,"2025-01-12 20:57:41,017816",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
9135,"2025-01-12 20:57:45,330957",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
3084,"2025-01-12 20:57:32,664263",192.168.1.21,142.250.82.208,UDP,1011,55959  >  3478 Len=969
633,"2025-01-12 20:57:23,984060",192.168.1.21,142.250.82.208,UDP,1141,55959  >  3478 Len=1099
6814,"2025-01-12 20:57:40,468107",192.168.1.21,142.250.82.208,UDP,1243,55959  >  3478 Len=1201
2494,"2025-01-12 20:57:29,889088",192.168.1.21,142.250.82.208,UDP,1056,55959  >  3478 Len=1014
2666,"2025-01-12 20:57:31,126702",192.168.1.21,142.250.82.208,UDP,1212,55959  >  3478 Len=1170
9281,"2025-01-12 20:57:45,695415",192.168.1.21,142.250.82.208,UDP,1216,55959  >  3478 Len=1174
10494,"2025-01-12 20:57:48,128770",192.168.1.21,142.250.82.208,UDP,1165,55959  >  3478 Len=1123
9257,"2025-01-12 20:57:45,622858",192.168.1.21,142.250.82.208,UDP,1184,55959  >  3478 Len=1142
4212,"2025-01-12 20:57:35,334950",192.168.1.21,142.250.82.208,UDP,1231,55959  >  3478 Len=1189
3875,"2025-01-12 20:57:34,550044",192.168.1.21,142.250.82.208,UDP,1223,55959  >  3478 Len=1181
2818,"2025-01-12 20:57:31,735524",192.168.1.21,142.250.82.208,UDP,1239,55959  >  3478 Len=1197
9040,"2025-01-12 20:57:45,120327",192.168.1.21,142.250.82.208,UDP,1063,55959  >  3478 Len=1021
103,"2025-01-06 10:31:37,246553",138.38.28.14,192.168.1.201,TCP,66,57072  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
9819,"2025-01-12 20:57:46,686128",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
7427,"2025-01-12 20:57:41,833577",142.250.82.208,192.168.1.21,RTCP,142,Application specific   subtype=13
9407,"2025-01-12 20:57:45,929275",192.168.1.21,142.250.82.208,UDP,949,55959  >  3478 Len=907
9260,"2025-01-12 20:57:45,638465",142.250.82.208,192.168.1.21,RTCP,126,Application specific   subtype=13
10056,"2025-01-12 20:57:47,239890",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
1736,"2025-01-12 20:57:26,785808",192.168.1.21,142.250.82.208,UDP,1233,55959  >  3478 Len=1191
7398,"2025-01-12 20:57:41,747540",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
4256,"2025-01-12 20:57:35,401929",192.168.1.21,142.250.82.208,UDP,1241,55959  >  3478 Len=1199
9061,"2025-01-12 20:57:45,181642",192.168.1.21,142.250.82.208,UDP,1152,55959  >  3478 Len=1110
2476,"2025-01-12 20:57:29,769553",104.16.102.112,192.168.1.21,TCP,54,443  >  65294 [ACK] Seq=424 Ack=1624 Win=50 Len=0
287,"2025-01-06 10:31:54,613662",20.199.120.182,138.38.28.14,TLSv1.2,228,Application Data
3714,"2025-01-12 20:57:34,247293",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
9817,"2025-01-12 20:57:46,686104",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
1805,"2025-01-12 20:57:26,869861",192.168.1.21,142.250.82.208,UDP,1233,55959  >  3478 Len=1191
708,"2025-01-12 20:57:24,123413",192.168.1.21,142.250.82.208,UDP,1238,55959  >  3478 Len=1196
10047,"2025-01-12 20:57:47,235382",192.168.1.21,142.250.82.208,UDP,1250,55959  >  3478 Len=1208
5190,"2025-01-12 20:57:37,323566",192.168.1.21,142.250.82.208,UDP,1168,55959  >  3478 Len=1126
5473,"2025-01-12 20:57:37,938450",192.168.1.21,142.250.82.208,UDP,1096,55959  >  3478 Len=1054
73,"2025-01-12 20:57:22,663582",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
7844,"2025-01-12 20:57:42,637862",142.250.82.212,192.168.1.21,UDP,162,3478  >  58101 Len=120
5102,"2025-01-12 20:57:37,120519",192.168.1.21,142.250.82.208,UDP,1230,55959  >  3478 Len=1188
6765,"2025-01-12 20:57:40,400111",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
1126,"2025-01-12 20:57:25,112069",192.168.1.21,142.250.82.208,UDP,1234,55959  >  3478 Len=1192
1242,"2025-01-12 20:57:25,353812",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
9025,"2025-01-12 20:57:45,085145",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
2350,"2025-01-12 20:57:29,169710",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13
6603,"2025-01-12 20:57:40,136933",192.168.1.21,142.250.82.208,UDP,1221,55959  >  3478 Len=1179
6781,"2025-01-12 20:57:40,429175",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
4359,"2025-01-12 20:57:35,644110",192.168.1.21,142.250.82.208,UDP,1195,55959  >  3478 Len=1153
1344,"2025-01-12 20:57:25,527444",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
292,"2025-01-06 10:31:55,417675",162.159.153.4,138.38.28.14,TCP,60,"443  >  56314 [FIN, ACK] Seq=40 Ack=1 Win=8 Len=0"
9492,"2025-01-12 20:57:46,140003",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13
10465,"2025-01-12 20:57:48,031749",192.168.1.21,142.250.82.208,UDP,1228,55959  >  3478 Len=1186
8633,"2025-01-12 20:57:44,369076",192.168.1.21,142.250.82.208,UDP,1241,55959  >  3478 Len=1199
6653,"2025-01-12 20:57:40,264796",142.250.82.212,192.168.1.21,UDP,87,3478  >  58101 Len=45
1101,"2025-01-12 20:57:25,106252",192.168.1.21,142.250.82.208,UDP,991,55959  >  3478 Len=949
8842,"2025-01-12 20:57:44,572556",192.168.1.21,142.250.82.208,UDP,1231,55959  >  3478 Len=1189
7328,"2025-01-12 20:57:41,671104",192.168.1.21,142.250.82.212,UDP,245,58101  >  3478 Len=203
7623,"2025-01-12 20:57:42,179631",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
988,"2025-01-12 20:57:24,853916",192.168.1.21,142.250.82.208,RTCP,106,Receiver Report   
2853,"2025-01-12 20:57:31,868716",192.168.1.21,142.250.82.208,UDP,695,55959  >  3478 Len=653
8854,"2025-01-12 20:57:44,606999",192.168.1.21,142.250.82.208,UDP,1203,55959  >  3478 Len=1161
631,"2025-01-12 20:57:23,984015",192.168.1.21,142.250.82.208,UDP,1140,55959  >  3478 Len=1098
1250,"2025-01-12 20:57:25,353985",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
3180,"2025-01-12 20:57:33,022141",142.250.82.212,192.168.1.21,UDP,156,3478  >  58101 Len=114
483,"2025-01-12 20:57:23,583636",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
3041,"2025-01-12 20:57:32,523555",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
5011,"2025-01-12 20:57:36,872659",192.168.1.21,142.250.82.208,UDP,1187,55959  >  3478 Len=1145
9546,"2025-01-12 20:57:46,231195",192.168.1.21,142.250.82.212,UDP,229,58101  >  3478 Len=187
7001,"2025-01-12 20:57:40,673325",192.168.1.21,142.250.82.208,UDP,1182,55959  >  3478 Len=1140
3274,"2025-01-12 20:57:33,244454",192.168.1.21,142.250.82.208,UDP,1230,55959  >  3478 Len=1188
7228,"2025-01-12 20:57:41,430840",192.168.1.21,142.250.82.212,UDP,86,58101  >  3478 Len=44
3684,"2025-01-12 20:57:34,170165",192.168.1.21,142.250.82.208,UDP,1113,55959  >  3478 Len=1071
6675,"2025-01-12 20:57:40,307076",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
6808,"2025-01-12 20:57:40,467941",192.168.1.21,142.250.82.208,UDP,1243,55959  >  3478 Len=1201
21,"2025-01-06 10:31:34,329714",138.38.28.14,40.101.70.194,TLSv1.2,89,Application Data
1317,"2025-01-12 20:57:25,435223",192.168.1.21,142.250.82.208,UDP,447,55959  >  3478 Len=405
3226,"2025-01-12 20:57:33,175412",192.168.1.21,142.250.82.208,UDP,1232,55959  >  3478 Len=1190
1073,"2025-01-12 20:57:25,028114",142.250.82.208,192.168.1.21,RTCP,234,Receiver Report   
4816,"2025-01-12 20:57:36,559095",142.250.82.212,192.168.1.21,UDP,258,3478  >  58101 Len=216
9240,"2025-01-12 20:57:45,554837",192.168.1.21,142.250.82.208,UDP,1068,55959  >  3478 Len=1026
5753,"2025-01-12 20:57:38,526043",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
9996,"2025-01-12 20:57:47,060157",192.168.1.21,142.250.82.208,UDP,1182,55959  >  3478 Len=1140
4617,"2025-01-12 20:57:36,196168",142.250.82.212,192.168.1.21,UDP,266,3478  >  58101 Len=224
3098,"2025-01-12 20:57:32,718150",142.250.82.212,192.168.1.21,RTCP,258,Sender Report   
6870,"2025-01-12 20:57:40,524946",192.168.1.21,142.250.82.208,RTCP,118,Sender Report   
1301,"2025-01-12 20:57:25,434612",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212
7286,"2025-01-12 20:57:41,626091",192.168.1.21,142.250.82.208,UDP,1165,55959  >  3478 Len=1123
6285,"2025-01-12 20:57:39,529121",142.250.82.212,192.168.1.21,UDP,243,3478  >  58101 Len=201
5496,"2025-01-12 20:57:37,969924",192.168.1.21,142.250.82.208,UDP,1172,55959  >  3478 Len=1130
5292,"2025-01-12 20:57:37,555286",192.168.1.21,142.250.82.208,UDP,815,55959  >  3478 Len=773
1799,"2025-01-12 20:57:26,869778",192.168.1.21,142.250.82.208,UDP,1233,55959  >  3478 Len=1191
5204,"2025-01-12 20:57:37,370307",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
8228,"2025-01-12 20:57:43,522503",142.250.82.212,192.168.1.21,UDP,155,3478  >  58101 Len=113
5048,"2025-01-12 20:57:37,028035",142.250.82.208,192.168.1.21,RTCP,234,Receiver Report   
6442,"2025-01-12 20:57:39,832475",142.250.82.208,192.168.1.21,RTCP,150,Application specific   subtype=13Unknown   [Malformed Packet]
8637,"2025-01-12 20:57:44,369173",192.168.1.21,142.250.82.208,UDP,1241,55959  >  3478 Len=1199
8106,"2025-01-12 20:57:43,224947",142.250.82.212,192.168.1.21,UDP,166,3478  >  58101 Len=124
2360,"2025-01-12 20:57:29,240604",192.168.1.21,142.250.82.208,UDP,702,55959  >  3478 Len=660
10251,"2025-01-12 20:57:47,644510",192.168.1.21,142.250.82.208,UDP,1214,55959  >  3478 Len=1172
3655,"2025-01-12 20:57:34,101315",192.168.1.21,142.250.82.208,UDP,1153,55959  >  3478 Len=1111
7053,"2025-01-12 20:57:40,738860",192.168.1.21,142.250.82.208,UDP,1165,55959  >  3478 Len=1123
1287,"2025-01-12 20:57:25,396192",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
9975,"2025-01-12 20:57:47,005447",142.250.82.212,192.168.1.21,UDP,158,3478  >  58101 Len=116
4446,"2025-01-12 20:57:35,815417",192.168.1.21,142.250.82.208,UDP,916,55959  >  3478 Len=874
2138,"2025-01-12 20:57:28,115488",192.168.1.21,142.250.82.208,UDP,1194,55959  >  3478 Len=1152
6788,"2025-01-12 20:57:40,429316",192.168.1.21,142.250.82.208,UDP,1243,55959  >  3478 Len=1201
35,"2025-01-06 10:31:34,361747",40.101.70.194,138.38.28.14,TCP,1514,443  >  55684 [ACK] Seq=81 Ack=5046 Win=16384 Len=1460 [TCP PDU reassembled in 36]
9301,"2025-01-12 20:57:45,728254",192.168.1.21,142.250.82.208,UDP,1217,55959  >  3478 Len=1175
9804,"2025-01-12 20:57:46,618535",192.168.1.21,142.250.82.212,UDP,86,58101  >  3478 Len=44
6895,"2025-01-12 20:57:40,553402",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198
